Date,VW_mean_all_sensors
2021-09-10,0.6918287037037038
2021-09-11,0.6939320023148148
2021-09-12,0.7114655671296296
2021-09-13,0.7201527777777778
2021-09-14,0.7062337962962961
2021-09-15,0.6945691550925925
2021-09-16,0.6884725115740742
2021-09-17,0.6842896412037037
2021-09-18,0.6802919560185184
2021-09-19,0.6779484953703704
2021-09-20,0.6749704861111111
2021-09-21,0.6842123842592592
2021-09-22,0.7200859374999999
2021-09-23,0.714691550925926
2021-09-24,0.7079204282407406
2021-09-25,0.713390914351852
2021-09-26,0.709451388888889
2021-09-27,0.7001880787037037
2021-09-28,0.6924302662037037
2021-09-29,0.6864372106481481
2021-09-30,0.6862745949074075
2021-10-01,0.6839673032407408
2021-10-02,0.679894675925926
2021-10-03,0.6762369791666667
2021-10-04,0.683847800925926
2021-10-05,0.6924635416666667
2021-10-06,0.6934140625
2021-10-07,0.692796875
2021-10-08,0.6878041087962963
2021-10-09,0.6827879050925927
2021-10-10,0.6856976273148149
2021-10-11,0.6978900462962963
2021-10-12,0.7134719328703704
2021-10-13,0.7104458912037037
2021-10-14,0.6972907986111111
2021-10-15,0.6779549019607843
2021-10-16,0.6612733739837399
2021-10-17,0.6834072978303748
2021-10-18,0.7041382352941176
2021-10-19,0.6862813131313131
2021-10-20,0.7088538011695906
2021-10-21,0.7093182261208577
2021-10-22,0.7099770833333333
2021-10-23,0.6985269230769231
2021-10-24,0.7018282997762864
2021-10-25,0.6941233766233766
2021-10-26,0.7004523809523809
2021-10-27,0.6967352941176471
2021-10-28,0.6910449494949495
2021-10-29,0.7019965686274509
2021-10-30,0.70265625
2021-10-31,0.704457619047619
2021-11-01,0.6956916195856874
2021-11-02,0.7081490990990992
2021-11-03,0.7049593253968255
2021-11-04,0.7024489700374533
2021-11-05,0.6971842723004694
2021-11-06,0.6957436342592592
2021-11-07,0.6887552083333333
2021-11-08,0.695212962962963
2021-11-09,0.694302662037037
2021-11-10,0.6918706597222221
2021-11-11,0.6857294560185184
2021-11-12,0.6803249421296297
2021-11-13,0.6764930555555555
2021-11-14,0.6730581597222223
2021-11-15,0.66953125
2021-11-16,0.6671174768518519
2021-11-17,0.6635396412037037
2021-11-18,0.6614675925925925
2021-11-19,0.6596501736111112
2021-11-20,0.6580879629629629
2021-11-21,0.6561070601851853
2021-11-22,0.6547682291666667
2021-11-23,0.6538570601851852
2021-11-24,0.6776278935185185
2021-11-25,0.7306701388888889
2021-11-26,0.7257954282407407
2021-11-27,0.7159033564814813
2021-11-28,0.7047430555555555
2021-11-29,0.6976805555555554
2021-11-30,0.6921140046296297
2021-12-01,0.6870083912037037
2021-12-02,0.6823998842592592
2021-12-03,0.6783153935185186
2021-12-04,0.6743645833333334
2021-12-05,0.6710668402777777
2021-12-06,0.6690674189814815
2021-12-07,0.6668350694444444
2021-12-08,0.6647502893518519
2021-12-09,0.6626631944444443
2021-12-10,0.6604832175925925
2021-12-11,0.6606383101851852
2021-12-12,0.6924641203703703
2021-12-13,0.7159363425925925
2021-12-14,0.7101770833333333
2021-12-15,0.7142352430555556
2021-12-16,0.7128692129629631
2021-12-17,0.7249285300925926
2021-12-18,0.7351791087962963
2021-12-19,0.7285104166666668
2021-12-20,0.718556423611111
2021-12-21,0.7348538773148148
2021-12-22,0.7221053240740741
2021-12-23,0.710845486111111
2021-12-24,0.7037476851851854
2021-12-25,0.6941290509259259
2021-12-26,0.6866221064814814
2021-12-27,0.6801513310185184
2021-12-28,0.6739861111111111
2021-12-29,0.6801229745370369
2021-12-30,0.7207366898148148
2021-12-31,0.709035300925926
2022-01-01,0.6972902199074075
2022-01-02,0.6895196759259258
2022-01-03,0.6835787037037037
2022-01-04,0.6766174768518519
2022-01-05,0.669974537037037
2022-01-06,0.6648981481481482
2022-01-07,0.6605008680555555
2022-01-08,0.6563504050925925
2022-01-09,0.6526218171296297
2022-01-10,0.6510014467592592
2022-01-11,0.6516128472222221
2022-01-12,0.6495587384259259
2022-01-13,0.6471550925925926
2022-01-14,0.6449482060185184
2022-01-15,0.6431576967592593
2022-01-16,0.642568287037037
2022-01-17,0.6414291087962963
2022-01-18,0.6386452546296296
2022-01-19,0.6359293981481481
2022-01-20,0.6348101851851852
2022-01-21,0.6343894675925926
2022-01-22,0.634609085648148
2022-01-23,0.6383344907407408
2022-01-24,0.6395034722222223
2022-01-25,0.681130787037037
2022-01-26,0.7217803819444445
2022-01-27,0.7218949652777779
2022-01-28,0.7249406828703703
2022-01-29,0.7240656828703704
2022-01-30,0.7104325810185186
2022-01-31,0.7093428819444444
2022-02-01,0.7031715856481481
2022-02-02,0.695822337962963
2022-02-03,0.6880026041666666
2022-02-04,0.6813182870370369
2022-02-05,0.6776866319444443
2022-02-06,0.6753532986111112
2022-02-07,0.6758411458333334
2022-02-08,0.6849143518518518
2022-02-09,0.7043023726851851
2022-02-10,0.7005416666666666
2022-02-11,0.7000564236111111
2022-02-12,0.7183654513888889
2022-02-13,0.7067563657407407
2022-02-14,0.6992236689814816
2022-02-15,0.6931629050925925
2022-02-16,0.6936125578703703
2022-02-17,0.6893142361111111
2022-02-18,0.6841666666666667
2022-02-19,0.6796883680555555
2022-02-20,0.6743700810185186
2022-02-21,0.6690931712962963
2022-02-22,0.6650734953703704
2022-02-23,0.6613865740740742
2022-02-24,0.6635827546296297
2022-02-25,0.672345486111111
2022-02-26,0.685919849537037
2022-02-27,0.6974068287037039
2022-02-28,0.7110804398148148
2022-03-01,0.7291918402777777
2022-03-02,0.7306574074074074
2022-03-03,0.7207132523148148
2022-03-04,0.7174774305555557
2022-03-05,0.7116247106481483
2022-03-06,0.7170656828703704
2022-03-07,0.7211944444444445
2022-03-08,0.7045546874999999
2022-03-09,0.6942546296296296
2022-03-10,0.6870619212962964
2022-03-11,0.6806605902777778
2022-03-12,0.6765217013888889
2022-03-13,0.6732939814814815
2022-03-14,0.6919719328703703
2022-03-15,0.699287037037037
2022-03-16,0.7050992476851853
2022-03-17,0.7210755208333333
2022-03-18,0.7071163194444444
2022-03-19,0.7032942708333333
2022-03-20,0.707810474537037
2022-03-21,0.7008888888888888
2022-03-22,0.7014181134259259
2022-03-23,0.6975451388888888
2022-03-24,0.6940763888888889
2022-03-25,0.6991073495370371
2022-03-26,0.6957786458333333
2022-03-27,0.7017557870370369
2022-03-28,0.7038408564814814
2022-03-29,0.7119629629629629
2022-03-30,0.7216950231481482
2022-03-31,0.7180008680555555
2022-04-01,0.7243949652777778
2022-04-02,0.7211935763888889
2022-04-03,0.7065497685185186
2022-04-04,0.6952294560185185
2022-04-05,0.6894050925925925
2022-04-06,0.6845552662037037
2022-04-07,0.6811238425925925
2022-04-08,0.6810387731481482
2022-04-09,0.7043061342592591
2022-04-10,0.7113831018518518
2022-04-11,0.6995257523148148
2022-04-12,0.6915789930555555
2022-04-13,0.685675636574074
2022-04-14,0.6833894675925926
2022-04-15,0.6857841435185185
2022-04-16,0.6883530092592592
2022-04-17,0.6886631944444445
2022-04-18,0.6980445601851852
2022-04-19,0.7269308449074074
2022-04-20,0.7266782407407408
2022-04-21,0.7333214699074073
2022-04-22,0.7227317708333333
2022-04-23,0.7118541666666666
2022-04-24,0.7017190393518519
2022-04-25,0.6995619212962964
2022-04-26,0.6941961805555555
2022-04-27,0.6899351851851852
2022-04-28,0.6892155671296295
2022-04-29,0.7015526620370371
2022-04-30,0.716806712962963
2022-05-01,0.713240162037037
2022-05-02,0.7001331018518518
2022-05-03,0.6923961226851851
2022-05-04,0.6966024305555555
2022-05-05,0.7116597222222222
2022-05-06,0.7209866898148148
2022-05-07,0.7130697337962962
2022-05-08,0.7000859374999999
2022-05-09,0.6918897569444443
2022-05-10,0.7016545138888889
2022-05-11,0.713814236111111
2022-05-12,0.7090827546296298
2022-05-13,0.7180706018518518
2022-05-14,0.712418113425926
2022-05-15,0.7186967592592594
2022-05-16,0.7221837384259259
2022-05-17,0.7266892361111111
2022-05-18,0.7270891203703703
2022-05-19,0.7150558449074075
2022-05-20,0.704359375
2022-05-21,0.6952138310185184
2022-05-22,0.6877881944444445
2022-05-23,0.6836475694444445
2022-05-24,0.6816038773148149
2022-05-25,0.6833116319444444
2022-05-26,0.7051264467592593
2022-05-27,0.7151186860380117
2022-05-28,0.7051030092592593
2022-05-29,0.6999606481481481
2022-05-30,0.6938767361111111
2022-05-31,0.6930410879629628
2022-06-01,0.6893599537037036
2022-06-02,0.6865885416666666
2022-06-03,0.691482638888889
2022-06-04,0.6987372685185185
2022-06-05,0.695535011574074
2022-06-06,0.6894348958333333
2022-06-07,0.6837635995370371
2022-06-08,0.682780960648148
2022-06-09,0.6824574652777776
2022-06-10,0.6861699735449736
2022-06-11,0.6972416087962964
2022-06-12,0.7048191105769229
2022-06-13,0.7002442129629628
2022-06-14,0.6942678750647501
2022-06-15,0.6886860532407407
2022-06-16,0.6833339120370371
2022-06-17,0.6786663773148148
2022-06-18,0.6771041666666666
2022-06-19,0.6994129050925925
2022-06-20,0.6985940393518519
2022-06-21,0.6928660300925927
2022-06-22,0.7027728587962963
2022-06-23,0.7201322337962962
2022-06-24,0.7313593749999999
2022-06-25,0.7405910060341241
2022-06-26,0.7312266865079365
2022-06-27,0.715389198196041
2022-06-28,0.7020298032407407
2022-06-29,0.693490451388889
2022-06-30,0.6917216435185184
2022-07-01,0.6906251841329966
2022-07-02,0.6880564236111111
2022-07-03,0.715486400462963
2022-07-04,0.7350515046296296
2022-07-05,0.7362657920597484
2022-07-06,0.7374400655864197
2022-07-07,0.7299126502902156
2022-07-08,0.7136868634259259
2022-07-09,0.7343553731167609
2022-07-10,0.7183549467694567
2022-07-11,0.705972357338065
2022-07-12,0.6990592189749378
2022-07-13,0.6973236511752137
2022-07-14,0.6936342592592593
2022-07-15,0.6883686342592591
2022-07-16,0.683464699074074
2022-07-17,0.6799414995352495
2022-07-18,0.679933027687882
2022-07-19,0.6823874421296297
2022-07-20,0.686914240562678
2022-07-21,0.6889665404040404
2022-07-22,0.6907995580808081
2022-07-23,0.6939712570687299
2022-07-24,0.713361111111111
2022-07-25,0.7152262731481481
2022-07-26,0.7303828125000001
2022-07-27,0.7265929462141597
2022-07-28,0.7175216025858174
2022-07-29,0.7062226470153665
2022-07-30,0.6962173032407405
2022-07-31,0.6895353009259259
2022-08-01,0.6845983919424744
2022-08-02,0.6798162615740742
2022-08-03,0.676976851851852
2022-08-04,0.6797126736111111
2022-08-05,0.6848263888888888
2022-08-06,0.687080439814815
2022-08-07,0.6861156638500389
2022-08-08,0.6827381365740742
2022-08-09,0.684443287037037
2022-08-10,0.6991765046296295
2022-08-11,0.7101678240740741
2022-08-12,0.7064403935185185
2022-08-13,0.6978602410391663
2022-08-14,0.6895101273148146
2022-08-15,0.6828405671296296
2022-08-16,0.6775199652777778
2022-08-17,0.6737522682757057
2022-08-18,0.6705195519179895
2022-08-19,0.6670116025349119
2022-08-20,0.6699943181818181
2022-08-21,0.6860880681818181
2022-08-22,0.6932834595959596
2022-08-23,0.6902679924242425
2022-08-24,0.6851746883903135
2022-08-25,0.6807962943543376
2022-08-26,0.6770091551840872
2022-08-27,0.6730891203703705
2022-08-28,0.6700491898148148
2022-08-29,0.6838443287037038
2022-08-30,0.722782986111111
2022-08-31,0.7288877314814814
2022-09-01,0.7167818287037037
2022-09-02,0.7053439305555554
2022-09-03,0.6995908564814814
2022-09-04,0.7046457093253968
2022-09-05,0.7021935763888889
2022-09-06,0.6977834571490095
2022-09-07,0.6911420250896058
2022-09-08,0.6848869389090178
2022-09-09,0.6789088811249138
2022-09-10,0.6754904513888889
2022-09-11,0.6738246527777778
2022-09-12,0.6701569494404476
2022-09-13,0.666086943116272
2022-09-14,0.6616597328406387
2022-09-15,0.658852199074074
2022-09-16,0.6571715856481481
2022-09-17,0.659433912037037
2022-09-18,0.6645040822072072
2022-09-19,0.6623631365740741
2022-09-20,0.6592732479246487
2022-09-21,0.6561629298941799
2022-09-22,0.6529629672816473
2022-09-23,0.6505066550925925
2022-09-24,0.6489517045454545
2022-09-25,0.6474867301894919
2022-09-26,0.6443672916666667
2022-09-27,0.642253202487445
2022-09-28,0.6397733613547759
2022-09-29,0.6387135645856252
2022-09-30,0.6383554080794505
2022-10-01,0.6376293402777777
2022-10-02,0.6374305555555556
2022-10-03,0.6368508964447938
2022-10-04,0.6354715608465609
2022-10-05,0.6330146752868666
2022-10-06,0.6299232327279203
2022-10-07,0.6271957070707072
2022-10-08,0.626803345959596
2022-10-09,0.6300287247474746
2022-10-10,0.6305541087962964
2022-10-11,0.6296039605530187
2022-10-12,0.6273894675925926
2022-10-13,0.6242323389186204
2022-10-14,0.6223342459045584
2022-10-15,0.6493130787037037
2022-10-16,0.6673052398989899
2022-10-17,0.6652799495422389
2022-10-18,0.663223673205596
2022-10-19,0.6868763446350762
2022-10-20,0.7203392143836074
2022-10-21,0.7231090856481482
2022-10-22,0.7219075427158274
2022-10-23,0.7251094771241829
2022-10-24,0.7193793402777778
2022-10-25,0.723809167916828
2022-10-26,0.7191172308442044
2022-10-27,0.7067689930555555
2022-10-28,0.696453635620915
2022-10-29,0.6887791280864198
2022-10-30,0.6815394062843785
2022-10-31,0.6745339755077658
2022-11-01,0.6688225979972263
2022-11-02,0.6656997438098211
2022-11-03,0.6645938591893781
2022-11-04,0.6622009099616859
2022-11-05,0.6585846315065064
2022-11-06,0.654761368349925
2022-11-07,0.6510834223646723
2022-11-08,0.6491400462962963
2022-11-09,0.65236384568988
2022-11-10,0.6529083076131688
2022-11-11,0.6505817739256431
2022-11-12,0.6477997685185185
2022-11-13,0.643102046996124
2022-11-14,0.638802599009901
2022-11-15,0.64104375
2022-11-16,0.6685627893518519
2022-11-17,0.7139878674095607
2022-11-18,0.7078652740442055
2022-11-19,0.7018298874158249
2022-11-20,0.6962489698468102
2022-11-21,0.6903418554845905
2022-11-22,0.6848255417503347
2022-11-23,0.6790472685185186
2022-11-24,0.6733370949074073
2022-11-25,0.6681979166666667
2022-11-26,0.6674700126262626
2022-11-27,0.668136994949495
2022-11-28,0.666790709579772
2022-11-29,0.6622018435846561
2022-11-30,0.6568652146464646
2022-12-01,0.6536012731481481
2022-12-02,0.6494618055555555
2022-12-03,0.6470229166666667
2022-12-04,0.6431853091931218
2022-12-05,0.6391173150109856
2022-12-06,0.635878383945386
2022-12-07,0.6339447337962962
2022-12-08,0.6325555555555554
